STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,FREQ,Frequency of observation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,UNIT_MEASURE,Unit of measure,DECIMALS,Decimals
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CHL,Chile,STATE_INVOL,Distortions induced by state involvement,A,Annual,2018,,1.577607155,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CHL,Chile,DISTORT_PUBLIC,Distortions induced by public ownership,A,Annual,2018,,1.652960539,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CHL,Chile,GOVERNANCE,Governance of state-owned enterprises (SOEs),A,Annual,2018,,2.368421078,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CHL,Chile,INVOL_BUSINESS,Involvement in business operations,A,Annual,2018,,1.179861069,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CHL,Chile,PRICE,Retail price controls and regulation,A,Annual,2018,,1.277777791,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CHL,Chile,INV_BUS_NET,Involvement in business operations in network sectors,A,Annual,2018,,0.875,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CHL,Chile,INV_BUS_SER,Involvement in business operations in service sectors,A,Annual,2018,,1.166666627,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CHL,Chile,PUBLIC_PROCUREMENT,Public procurement,A,Annual,2018,,1.399999976,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CHL,Chile,REGULATIONS,Regulations impact evaluation,A,Annual,2018,,1.899999976,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CHL,Chile,IMPACT_ASSESSMENT,Assessment of impact on competition,A,Annual,2018,,2.599999905,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CHL,Chile,STAKEHOLDER_ENGAG,Interaction with stakeholders,A,Annual,2018,,1.200000048,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CHL,Chile,BARRIER_ENTRY,Barriers to domestic and foreign entry,A,Annual,2018,,1.820200205,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CHL,Chile,ADREG_BURDEN,Administrative and regulatory burden,A,Annual,2018,,3.412499905,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CHL,Chile,ADBURDEN,Administrative requirements for limited liability companies (LLCs) and personally owned enterprises (POEs),A,Annual,2018,,2.200000048,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CHL,Chile,COMMANDSIMPLIF_BURDEN,Communication and simplification of administrative and regulatory burden,A,Annual,2018,,4.625,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CHL,Chile,BARRIER_DOM,Barriers in service & network sectors,A,Annual,2018,,1.435496807,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CHL,Chile,SERVBARRIER,Barriers to entry in service sectors,A,Annual,2018,,0.798076928,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CHL,Chile,BARRIER_SECT,Barriers to entry in network sectors,A,Annual,2018,,2.072916746,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CHL,Chile,BARRIER_TRADE,Barriers to trade and investment,A,Annual,2018,,0.612604082,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CHL,Chile,FDI_INDEX,Barriers to foreign direct investment (FDI),A,Annual,2018,,0.161762506,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CHL,Chile,TFI,Barriers to trade facilitation,A,Annual,2018,,1.676049709,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CHL,Chile,TARIFFS,Tariff barriers,A,Annual,2018,,0,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,COL,Colombia,PMR,Product market regulation,A,Annual,2018,,1.979873359,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,COL,Colombia,STATE_INVOL,Distortions induced by state involvement,A,Annual,2018,,2.052670002,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,COL,Colombia,DISTORT_PUBLIC,Distortions induced by public ownership,A,Annual,2018,,1.668311357,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,COL,Colombia,GOVERNANCE,Governance of state-owned enterprises (SOEs),A,Annual,2018,,2.684210539,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,COL,Colombia,INVOL_BUSINESS,Involvement in business operations,A,Annual,2018,,1.577199101,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,COL,Colombia,PRICE,Retail price controls and regulation,A,Annual,2018,,2.194444418,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,COL,Colombia,INV_BUS_NET,Involvement in business operations in network sectors,A,Annual,2018,,2.0625,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,COL,Colombia,INV_BUS_SER,Involvement in business operations in service sectors,A,Annual,2018,,0.685185194,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,COL,Colombia,PUBLIC_PROCUREMENT,Public procurement,A,Annual,2018,,1.366666675,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,COL,Colombia,REGULATIONS,Regulations impact evaluation,A,Annual,2018,,2.912499905,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,COL,Colombia,IMPACT_ASSESSMENT,Assessment of impact on competition,A,Annual,2018,,2.974999905,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,COL,Colombia,STAKEHOLDER_ENGAG,Interaction with stakeholders,A,Annual,2018,,2.849999905,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,COL,Colombia,BARRIER_ENTRY,Barriers to domestic and foreign entry,A,Annual,2018,,1.907076716,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,COL,Colombia,ADREG_BURDEN,Administrative and regulatory burden,A,Annual,2018,,2.677083492,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,COL,Colombia,ADBURDEN,Administrative requirements for limited liability companies (LLCs) and personally owned enterprises (POEs),A,Annual,2018,,2.4375,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,COL,Colombia,COMMANDSIMPLIF_BURDEN,Communication and simplification of administrative and regulatory burden,A,Annual,2018,,2.916666746,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,COL,Colombia,BARRIER_DOM,Barriers in service & network sectors,A,Annual,2018,,1.896270514,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,COL,Colombia,SERVBARRIER,Barriers to entry in service sectors,A,Annual,2018,,1.641025662,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,COL,Colombia,BARRIER_SECT,Barriers to entry in network sectors,A,Annual,2018,,2.151515245,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,COL,Colombia,BARRIER_TRADE,Barriers to trade and investment,A,Annual,2018,,1.147876024,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,COL,Colombia,FDI_INDEX,Barriers to foreign direct investment (FDI),A,Annual,2018,,0.18350625,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,COL,Colombia,TFI,Barriers to trade facilitation,A,Annual,2018,,1.760121703,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,COL,Colombia,TARIFFS,Tariff barriers,A,Annual,2018,,1.5,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CRI,Costa Rica,PMR,Product market regulation,A,Annual,2018,,2.336481452,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CRI,Costa Rica,STATE_INVOL,Distortions induced by state involvement,A,Annual,2018,,2.518721104,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CRI,Costa Rica,DISTORT_PUBLIC,Distortions induced by public ownership,A,Annual,2018,,2.126315832,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CRI,Costa Rica,GOVERNANCE,Governance of state-owned enterprises (SOEs),A,Annual,2018,,3.189473629,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CRI,Costa Rica,INVOL_BUSINESS,Involvement in business operations,A,Annual,2018,,2.629847527,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CRI,Costa Rica,PRICE,Retail price controls and regulation,A,Annual,2018,,3.882352829,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CRI,Costa Rica,INV_BUS_NET,Involvement in business operations in network sectors,A,Annual,2018,,3.200000048,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CRI,Costa Rica,INV_BUS_SER,Involvement in business operations in service sectors,A,Annual,2018,,1.370370388,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CRI,Costa Rica,PUBLIC_PROCUREMENT,Public procurement,A,Annual,2018,,2.066666603,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CRI,Costa Rica,REGULATIONS,Regulations impact evaluation,A,Annual,2018,,2.799999952,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CRI,Costa Rica,IMPACT_ASSESSMENT,Assessment of impact on competition,A,Annual,2018,,1.399999976,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CRI,Costa Rica,STAKEHOLDER_ENGAG,Interaction with stakeholders,A,Annual,2018,,4.199999809,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CRI,Costa Rica,BARRIER_ENTRY,Barriers to domestic and foreign entry,A,Annual,2018,,2.1542418,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CRI,Costa Rica,ADREG_BURDEN,Administrative and regulatory burden,A,Annual,2018,,2.825000048,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CRI,Costa Rica,ADBURDEN,Administrative requirements for limited liability companies (LLCs) and personally owned enterprises (POEs),A,Annual,2018,,3.900000095,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CRI,Costa Rica,COMMANDSIMPLIF_BURDEN,Communication and simplification of administrative and regulatory burden,A,Annual,2018,,1.75,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CRI,Costa Rica,BARRIER_DOM,Barriers in service & network sectors,A,Annual,2018,,2.418803453,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CRI,Costa Rica,SERVBARRIER,Barriers to entry in service sectors,A,Annual,2018,,1.717948675,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CRI,Costa Rica,BARRIER_SECT,Barriers to entry in network sectors,A,Annual,2018,,3.119658232,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CRI,Costa Rica,BARRIER_TRADE,Barriers to trade and investment,A,Annual,2018,,1.218921661,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CRI,Costa Rica,FDI_INDEX,Barriers to foreign direct investment (FDI),A,Annual,2018,,0.275706261,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CRI,Costa Rica,TFI,Barriers to trade facilitation,A,Annual,2018,,1.881058574,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CRI,Costa Rica,TARIFFS,Tariff barriers,A,Annual,2018,,1.5,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CZE,Czechia,PMR,Product market regulation,A,Annual,2018,,1.311491668,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CZE,Czechia,STATE_INVOL,Distortions induced by state involvement,A,Annual,2018,,1.361799479,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CZE,Czechia,DISTORT_PUBLIC,Distortions induced by public ownership,A,Annual,2018,,1.470120549,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CZE,Czechia,GOVERNANCE,Governance of state-owned enterprises (SOEs),A,Annual,2018,,2.447368383,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CZE,Czechia,INVOL_BUSINESS,Involvement in business operations,A,Annual,2018,,1.004166603,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CZE,Czechia,PRICE,Retail price controls and regulation,A,Annual,2018,,1.222222209,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CZE,Czechia,INV_BUS_NET,Involvement in business operations in network sectors,A,Annual,2018,,1,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CZE,Czechia,INV_BUS_SER,Involvement in business operations in service sectors,A,Annual,2018,,1.194444418,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CZE,Czechia,PUBLIC_PROCUREMENT,Public procurement,A,Annual,2018,,0.600000024,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CZE,Czechia,REGULATIONS,Regulations impact evaluation,A,Annual,2018,,1.611111164,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CZE,Czechia,IMPACT_ASSESSMENT,Assessment of impact on competition,A,Annual,2018,,0.222222224,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CZE,Czechia,STAKEHOLDER_ENGAG,Interaction with stakeholders,A,Annual,2018,,3,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CZE,Czechia,BARRIER_ENTRY,Barriers to domestic and foreign entry,A,Annual,2018,,1.261183858,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CZE,Czechia,ADREG_BURDEN,Administrative and regulatory burden,A,Annual,2018,,1.842613578,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CZE,Czechia,ADBURDEN,Administrative requirements for limited liability companies (LLCs) and personally owned enterprises (POEs),A,Annual,2018,,2.412499905,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CZE,Czechia,COMMANDSIMPLIF_BURDEN,Communication and simplification of administrative and regulatory burden,A,Annual,2018,,1.272727251,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CZE,Czechia,BARRIER_DOM,Barriers in service & network sectors,A,Annual,2018,,1.268963695,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CZE,Czechia,SERVBARRIER,Barriers to entry in service sectors,A,Annual,2018,,1.169871807,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CZE,Czechia,BARRIER_SECT,Barriers to entry in network sectors,A,Annual,2018,,1.368055582,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CZE,Czechia,BARRIER_TRADE,Barriers to trade and investment,A,Annual,2018,,0.671974182,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CZE,Czechia,FDI_INDEX,Barriers to foreign direct investment (FDI),A,Annual,2018,,0.072967499,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CZE,Czechia,TFI,Barriers to trade facilitation,A,Annual,2018,,1.442955017,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,CZE,Czechia,TARIFFS,Tariff barriers,A,Annual,2018,,0.5,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,DNK,Denmark,PMR,Product market regulation,A,Annual,2018,,1.139498293,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,DNK,Denmark,STATE_INVOL,Distortions induced by state involvement,A,Annual,2018,,1.326415181,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,DNK,Denmark,DISTORT_PUBLIC,Distortions induced by public ownership,A,Annual,2018,,0.921875,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,DNK,Denmark,GOVERNANCE,Governance of state-owned enterprises (SOEs),A,Annual,2018,,1.552631617,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,DNK,Denmark,INVOL_BUSINESS,Involvement in business operations,A,Annual,2018,,0.782370448,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,DNK,Denmark,PRICE,Retail price controls and regulation,A,Annual,2018,,0.125,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,DNK,Denmark,INV_BUS_NET,Involvement in business operations in network sectors,A,Annual,2018,,1,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,DNK,Denmark,INV_BUS_SER,Involvement in business operations in service sectors,A,Annual,2018,,1.137815118,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,DNK,Denmark,PUBLIC_PROCUREMENT,Public procurement,A,Annual,2018,,0.866666675,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,DNK,Denmark,REGULATIONS,Regulations impact evaluation,A,Annual,2018,,2.275000095,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,DNK,Denmark,IMPACT_ASSESSMENT,Assessment of impact on competition,A,Annual,2018,,1.549999952,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,DNK,Denmark,STAKEHOLDER_ENGAG,Interaction with stakeholders,A,Annual,2018,,3,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,DNK,Denmark,BARRIER_ENTRY,Barriers to domestic and foreign entry,A,Annual,2018,,0.952581406,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,DNK,Denmark,ADREG_BURDEN,Administrative and regulatory burden,A,Annual,2018,,1.331249952,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
DATAFLOW,OECD.ECO.GCRD:DSD_PMR@DF_PMR(1.0),Product market regulation,I,DNK,Denmark,ADBURDEN,Administrative requirements for limited liability companies (LLCs) and personally owned enterprises (POEs),A,Annual,2018,,1.412500024,,A,Normal value,0,Units,0_TO_6,0-6 scale,4,Four
