Country Name,Country Code,Series Name,Series Code,2017 [YR2017],2018 [YR2018],2019 [YR2019]
Bahrain,BHR,Dealing with construction permits: Procedures (number) - Score,IC.CNST.PRMT.PROC.NO.DFRN,76,76,84
Bahrain,BHR,Getting electricity (DB16-20 methodology) - Score,IC.ELC.ACES.DFRN.DB1619,77.9581,74.82079,79.69618
Bahrain,BHR,Getting electricity: Cost to get electricity (% of income per capita) - Score,IC.ELC.ACS.COST.DFRN,99.29616,99.24692,99.29197
Bahrain,BHR,Getting electricity: Procedures (number) - Score,IC.ELC.PROC.NO.DFRN,66.66667,66.66667,66.66667
Bahrain,BHR,Getting electricity: Time (days) - Score,IC.ELC.TIME.DFRN,70.86957,70.86957,77.82609
Bahrain,BHR,Getting electricity: Reliability of supply and transparency of tariff index (0-8) (DB16-20 methodology) - Score,IC.ELC.RSTT.XD.08.DFRN.DB1619,75,62.5,75
Bahrain,BHR,Registering property (DB17-20 methodology) - Score,IC.REG.PRRT.DFRN.DB1719,81.07194,81.07151,86.20747
Bahrain,BHR,Registering property: Cost (% of property value) - Score,IC.REG.PRRT.COST.PRT.VAL.DFRN,88.64185,88.64011,88.6417
Bahrain,BHR,Registering property: Procedures (number) - Score,IC.REG.PRRT.PROC.NO.DFRN,91.66667,91.66667,91.66667
Bahrain,BHR,Registering property: Time (days) - Score,IC.REG.PRRT.DURS.TM.DRFN,85.64593,85.64593,99.52153
Bahrain,BHR,Registering property: Quality of land administration index (0-30) (DB17-20 methodology) - Score,IC.REG.PRRT.QUAL.LNDADM.XD.030.DB16.DFRN,58.33333,58.33333,65
Bahrain,BHR,Getting credit (DB15-20 methodology) - Score,IC.CRED.ACC.CRD.DB1519.DFRN,45,45,55
Bahrain,BHR,Getting credit: Strength of legal rights index (0-12) (DB15-20 methodology) - Score,IC.CRED.ACC.LGL.RGHT.012.XD.DB1519.DFRN,8.33333,8.33333,25
Bahrain,BHR,Getting credit: Depth of credit information index (0-8) (DB15-20 methodology) - Score,IC.CRED.ACC.DPTH.CISI.XD.08.DB1519.DFRN,100,100,100
Bahrain,BHR,Protecting minority investors (DB15-20 methodology) - Score,PROT.MINOR.INV.DFRN.DB1519,52,64,66
Bahrain,BHR,Protecting minority investors: Ease of shareholder suits index (0-10) (DB15-20 methodology) - Score,PROT.MINOR.INV.EASE.SSI.XD.0010.DB1519.DFRN,40,50,50
Bahrain,BHR,Protecting minority investors: Extent of corporate transparency index (0-7) (DB15-20 methodology) - Score,PROT.MINOR.INV.EXT.CORP.TRANS.XD.010.DB1519.DFRN,42.85714,57.14286,57.14286
Bahrain,BHR,Protecting minority investors: Extent of disclosure index (0-10) - Score,PROT.MINOR.INV.EXT.DISC.010.XD.DFRN,80,80,80
Bahrain,BHR,Protecting minority investors: Extent of ownership and control index (0-7) (DB15-20 methodology) - Score,PROT.MINOR.INV.EXT.OWNR.CONTL.010.XD.DFRN,42.85714,85.71429,100
Bahrain,BHR,Protecting minority investors: Extent of shareholder rights index (0-6) (DB15-20 methodology) - Score,PROT.MINOR.INV.EXT.SHRHLD.RGT.XD.0010.DB1519.DRFN,66.66667,83.33333,83.33333
Bahrain,BHR,Protecting minority investors: Extent of director liability index (0-10) - Score,PROT.MINOR.INV.EXT.DIR.LBL.010.XD.DFRN,40,40,40
Bahrain,BHR,Protecting minority investors: Strength of minority investor protection index (0-50) (DB15-20 methodology),PROT.MINOR.INV.STRENG.MIN.INV.PROT.XD.010.DB0614,26,32,33
Bahrain,BHR,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,93.88889,93.88889,100
Bahrain,BHR,Paying taxes: Total tax and contribution rate (% of profit) - Score,PAY.TAX.TOT.TAX.RT.ZS.DRFRN,100,100,100
Bahrain,BHR,Paying taxes: Total tax and contribution rate (% of profit),PAY.TAX.TOT.TAX.RT.ZS,13.8,13.8,13.8
Bahrain,BHR,Paying taxes: Labor tax and contributions (% of profits),PAY.TAX.LABR.TAX.CONTR.ZS,13.5,13.5,13.5
Bahrain,BHR,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,0,0,0
Bahrain,BHR,Paying taxes: Payments per year (number per year) - Score,PAY.TAX.PYMT.NO.DFRN,81.66667,81.66667,100
Bahrain,BHR,Paying taxes: Time (hours per year) - Score,PAY.TAX.TM.DFRN,100,100,100
Bahrain,BHR,Paying taxes: Postfiling index (0-100) (DB17-20 methodology) - Score,PAY.TAX.POST.FIL.XD.0100.DB1719.DFRN,..,..,..
Bahrain,BHR,Paying taxes: Time to obtain VAT refund (weeks) (DB17-20 methodology),PAY.TAX.VAT.REF.OBT.WKS.TM.DB1719,..,..,..
Bahrain,BHR,Paying taxes: Time to comply with corporate income tax correction (hours) (DB17-20 methodology) - Score,PAY.TAX.COIT.AU.HRS.TM.DB1719.DFRN,..,..,..
Bahrain,BHR,Paying taxes: Time to complete a corporate income tax correction (weeks) (DB17-20 methodology) - Score,PAY.TAX.COIT.WKS.TM.DB1719.DFRN,..,..,..
Bahrain,BHR,Trading across borders (DB16-20 methodology) - Score,TRD.ACRS.BRDR.DB1619.DFRN,75.97285,77.76572,78.67767
Bahrain,BHR,Time to export: Border compliance (hours) (DB16-20 methodology),TRD.ACRS.BRDR.EXPT.BRDR.COMP.HR.DB1619,70.6,70.6,59
Bahrain,BHR,Time to export: Documentary compliance (hours) (DB16-20 methodology),TRD.ACRS.BRDR.DOC.COMP.HR.DB1619,24,24,24
Bahrain,BHR,Time to import: Documentary compliance (hours) (DB16-20 methodology),TRD.ACRS.BRDR.IMP.DOC.COMP.HR.DB1619,84,60,60
Bahrain,BHR,Time to import: Border compliance (hours) (DB16-20 methodology),TRD.ACRS.BRDR.IMP.BRDR.COMP.HR.DB1619,54,42,42
Bahrain,BHR,Trading across borders: Cost to export: Border compliance (USD) (DB16-20 methodology) - Score,TRD.ACRS.BRDR.EXPT.COST.BRDR.COMP.CD.DB1619.DFRN,95.54507,95.54507,95.54507
Bahrain,BHR,Trading across borders: Cost to export: Documentary compliance (USD) (DB16-20 methodology) - Score,TRD.ACRS.BRDR.EXPT.COST.DOC.COMP.CD.DB1619.DFRN,75,75,75
Bahrain,BHR,Trading across borders: Cost to import: Border compliance (USD) (DB16-20 methodology) - Score,TRD.ACRS.BRDR.IMP.COST.BRDR.COMP.CD.DB1619.DFRN,66.91667,66.91667,66.91667
Bahrain,BHR,Trading across borders: Cost to import: Documentary compliance (USD) (DB16-20 methodology) - Score,TRD.ACRS.BRDR.IMP.COST.DOC.COMP.CD.DB1619.DFRN,81.42857,81.42857,81.42857
Bahrain,BHR,Enforcing contracts (DB17-20 methodology) - Score,ENF.CONT.COEN.DB1719.DFRN,57.3065,57.3065,63.78798
Bahrain,BHR,Enforcing contracts: Quality of the judicial processes index (0-19) (DB17-20 methodology) - Score,ENF.CONT.COEN.QUJP.DB16.DFRN,30.55556,30.55556,50
Bahrain,BHR,Enforcing contracts: Time (days) - Score,ENF.CONT.DURS.DY.DFRN,57.78689,57.78689,57.78689
Bahrain,BHR,Enforcing contracts: Cost (% of claim) - Score,ENF.CONT.COEN.COST.ZS.DFRN,83.57705,83.57705,83.57705
Bahrain,BHR,Enforcing contracts: Procedures (number) - Score,ENF.CONT.COEN.PROC.NO.DFRN,..,..,..
Bahrain,BHR,Resolving insolvency - Score,RESLV.ISV.DB1519.DFRN,44.41925,44.56669,58.17776
Bahrain,BHR,Resolving insolvency: Recovery rate (cents on the dollar) - Score,RESLV.ISV.DFRN.RCOV.RT,45.08849,45.38338,44.48052
Bahrain,BHR,Resolving insolvency: Strength of insolvency framework index (0-16) - Score,RESLV.ISV.RCOV.RT.016.DB1519.DFRN,43.75,43.75,71.875
Bahrain,BHR,Resolving insolvency: Commencement of proceedings index (0-3) (DB15-20 methodology),RESLV.ISV.COPR.03.XD.DB1519,2,2,2.5
Bahrain,BHR,Resolving insolvency: Management of debtor's assets index (0-6) (DB15-20 methodology),RESLV.ISV.MGDA.XD.DB1519,4,4,6
Bahrain,BHR,Resolving insolvency: Creditor participation index (0-4) (DB15-20 methodology),RESLV.ISV.CPI.04.XD.DB1519,1,1,1
Bahrain,BHR,Reorganization proceedings index (0-3) (DB15-20 methodology),RESLV.ISV.ROPC.03.XD.DB1519,0,0,2
Bangladesh,BGD,Starting a business - Score,IC.REG.STRT.BUS.DFRN,80.59858,80.81592,82.36901
Bangladesh,BGD,Dealing with construction permits (DB16-20 methodology) - Score,IC.CNST.PRMT.DFRN.DB1619,60.57674,60.8168,61.0534
Bangladesh,BGD,Dealing with construction permits: Building quality control index (0-15) (DB16-20 methodology) - Score,IC.CNST.PRMT.BQCI.015.DB1619.DFRN,66.66667,66.66667,66.66667
Bangladesh,BGD,Dealing with construction permits: Cost (% of Warehouse value) - Score,IC.CNST.PRMT.COST.WRH.VAL.DFRN,90.09173,91.05195,91.99835
Bangladesh,BGD,Dealing with construction permits: Time (days)  - Score,IC.CNST.PRMT.TM.DY.DFRN,28.66859,28.66859,28.66859
Bangladesh,BGD,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,41.5632,42.46602,45.04865
Bangladesh,BGD,Dealing with construction permits: Procedures (number) - Score,IC.CNST.PRMT.PROC.NO.DFRN,56.88,56.88,56.88
Bangladesh,BGD,Getting electricity (DB16-20 methodology) - Score,IC.ELC.ACES.DFRN.DB1619,22.75455,30.80976,34.8732
Bangladesh,BGD,Getting electricity: Cost to get electricity (% of income per capita) - Score,IC.ELC.ACS.COST.DFRN,72.83271,73.38396,78.4464
Bangladesh,BGD,Getting electricity: Procedures (number) - Score,IC.ELC.PROC.NO.DFRN,7.33333,7.33333,7.33333
Bangladesh,BGD,Getting electricity: Time (days) - Score,IC.ELC.TIME.DFRN,10.85217,42.52174,53.71304
Bangladesh,BGD,Getting electricity: Reliability of supply and transparency of tariff index (0-8) (DB16-20 methodology) - Score,IC.ELC.RSTT.XD.08.DFRN.DB1619,0,0,0
Bangladesh,BGD,Registering property (DB17-20 methodology) - Score,IC.REG.PRRT.DFRN.DB1719,28.88785,28.91487,28.95147
Bangladesh,BGD,Registering property: Cost (% of property value) - Score,IC.REG.PRRT.COST.PRT.VAL.DFRN,52.21807,52.32616,52.47254
Bangladesh,BGD,Registering property: Procedures (number) - Score,IC.REG.PRRT.PROC.NO.DFRN,41.66667,41.66667,41.66667
Bangladesh,BGD,Registering property: Time (days) - Score,IC.REG.PRRT.DURS.TM.DRFN,0,0,0
Bangladesh,BGD,Registering property: Quality of land administration index (0-30) (DB17-20 methodology) - Score,IC.REG.PRRT.QUAL.LNDADM.XD.030.DB16.DFRN,21.66667,21.66667,21.66667
Bangladesh,BGD,Getting credit (DB15-20 methodology) - Score,IC.CRED.ACC.CRD.DB1519.DFRN,25,25,45
Bangladesh,BGD,Getting credit: Strength of legal rights index (0-12) (DB15-20 methodology) - Score,IC.CRED.ACC.LGL.RGHT.012.XD.DB1519.DFRN,41.66667,41.66667,41.66667
Bangladesh,BGD,Getting credit: Depth of credit information index (0-8) (DB15-20 methodology) - Score,IC.CRED.ACC.DPTH.CISI.XD.08.DB1519.DFRN,0,0,50
Bangladesh,BGD,Protecting minority investors (DB15-20 methodology) - Score,PROT.MINOR.INV.DFRN.DB1519,60,60,60
Bangladesh,BGD,Protecting minority investors: Ease of shareholder suits index (0-10) (DB15-20 methodology) - Score,PROT.MINOR.INV.EASE.SSI.XD.0010.DB1519.DFRN,70,70,70
Bangladesh,BGD,Protecting minority investors: Extent of corporate transparency index (0-7) (DB15-20 methodology) - Score,PROT.MINOR.INV.EXT.CORP.TRANS.XD.010.DB1519.DFRN,42.85714,42.85714,42.85714
Bangladesh,BGD,Protecting minority investors: Extent of disclosure index (0-10) - Score,PROT.MINOR.INV.EXT.DISC.010.XD.DFRN,60,60,60
Bangladesh,BGD,Protecting minority investors: Extent of ownership and control index (0-7) (DB15-20 methodology) - Score,PROT.MINOR.INV.EXT.OWNR.CONTL.010.XD.DFRN,42.85714,42.85714,42.85714
Bangladesh,BGD,Protecting minority investors: Extent of shareholder rights index (0-6) (DB15-20 methodology) - Score,PROT.MINOR.INV.EXT.SHRHLD.RGT.XD.0010.DB1519.DRFN,66.66667,66.66667,66.66667
Bangladesh,BGD,Protecting minority investors: Extent of director liability index (0-10) - Score,PROT.MINOR.INV.EXT.DIR.LBL.010.XD.DFRN,70,70,70
Bangladesh,BGD,Protecting minority investors: Strength of minority investor protection index (0-50) (DB15-20 methodology),PROT.MINOR.INV.STRENG.MIN.INV.PROT.XD.010.DB0614,30,30,30
Bangladesh,BGD,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,56.12676,56.12676,56.12676
Bangladesh,BGD,Paying taxes: Total tax and contribution rate (% of profit) - Score,PAY.TAX.TOT.TAX.RT.ZS.DRFRN,89.80644,89.80644,89.80644
Bangladesh,BGD,Paying taxes: Total tax and contribution rate (% of profit),PAY.TAX.TOT.TAX.RT.ZS,33.4,33.4,33.4
Bangladesh,BGD,Paying taxes: Labor tax and contributions (% of profits),PAY.TAX.LABR.TAX.CONTR.ZS,0,0,0
Bangladesh,BGD,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,31.1,31.1,31.1
Bangladesh,BGD,Paying taxes: Payments per year (number per year) - Score,PAY.TAX.PYMT.NO.DFRN,50,50,50
Bangladesh,BGD,Paying taxes: Time (hours per year) - Score,PAY.TAX.TM.DFRN,40.34003,40.34003,40.34003
Bangladesh,BGD,Paying taxes: Postfiling index (0-100) (DB17-20 methodology) - Score,PAY.TAX.POST.FIL.XD.0100.DB1719.DFRN,44.36056,44.36056,44.36056
Bangladesh,BGD,Paying taxes: Time to obtain VAT refund (weeks) (DB17-20 methodology),PAY.TAX.VAT.REF.OBT.WKS.TM.DB1719,17.91238,17.91238,17.91238
Bangladesh,BGD,Paying taxes: Time to comply with corporate income tax correction (hours) (DB17-20 methodology) - Score,PAY.TAX.COIT.AU.HRS.TM.DB1719.DFRN,34.86239,34.86239,34.86239
Bangladesh,BGD,Paying taxes: Time to complete a corporate income tax correction (weeks) (DB17-20 methodology) - Score,PAY.TAX.COIT.WKS.TM.DB1719.DFRN,70.98214,70.98214,70.98214
Bangladesh,BGD,Trading across borders (DB16-20 methodology) - Score,TRD.ACRS.BRDR.DB1619.DFRN,31.76273,31.76273,31.76273
Bangladesh,BGD,Time to export: Border compliance (hours) (DB16-20 methodology),TRD.ACRS.BRDR.EXPT.BRDR.COMP.HR.DB1619,168,168,168
Bangladesh,BGD,Time to export: Documentary compliance (hours) (DB16-20 methodology),TRD.ACRS.BRDR.DOC.COMP.HR.DB1619,147,147,147
Bangladesh,BGD,Time to import: Documentary compliance (hours) (DB16-20 methodology),TRD.ACRS.BRDR.IMP.DOC.COMP.HR.DB1619,144,144,144
Bangladesh,BGD,Time to import: Border compliance (hours) (DB16-20 methodology),TRD.ACRS.BRDR.IMP.BRDR.COMP.HR.DB1619,216,216,216
Bangladesh,BGD,Trading across borders: Cost to export: Border compliance (USD) (DB16-20 methodology) - Score,TRD.ACRS.BRDR.EXPT.COST.BRDR.COMP.CD.DB1619.DFRN,61.49311,61.49311,61.49311
Bangladesh,BGD,Trading across borders: Cost to export: Documentary compliance (USD) (DB16-20 methodology) - Score,TRD.ACRS.BRDR.EXPT.COST.DOC.COMP.CD.DB1619.DFRN,43.75,43.75,43.75
Bangladesh,BGD,Trading across borders: Cost to import: Border compliance (USD) (DB16-20 methodology) - Score,TRD.ACRS.BRDR.IMP.COST.BRDR.COMP.CD.DB1619.DFRN,25,25,25
Bangladesh,BGD,Trading across borders: Cost to import: Documentary compliance (USD) (DB16-20 methodology) - Score,TRD.ACRS.BRDR.IMP.COST.DOC.COMP.CD.DB1619.DFRN,47.14286,47.14286,47.14286
Bangladesh,BGD,Enforcing contracts (DB17-20 methodology) - Score,ENF.CONT.COEN.DB1719.DFRN,22.21285,22.21285,22.21285
Bangladesh,BGD,Enforcing contracts: Quality of the judicial processes index (0-19) (DB17-20 methodology) - Score,ENF.CONT.COEN.QUJP.DB16.DFRN,41.66667,41.66667,41.66667
Bangladesh,BGD,Enforcing contracts: Time (days) - Score,ENF.CONT.DURS.DY.DFRN,0,0,0
Bangladesh,BGD,Enforcing contracts: Cost (% of claim) - Score,ENF.CONT.COEN.COST.ZS.DFRN,24.97188,24.97188,24.97188
Bangladesh,BGD,Enforcing contracts: Procedures (number) - Score,ENF.CONT.COEN.PROC.NO.DFRN,..,..,..
Bangladesh,BGD,Resolving insolvency - Score,RESLV.ISV.DB1519.DFRN,27.71189,28.20047,28.13709
Bangladesh,BGD,Resolving insolvency: Recovery rate (cents on the dollar) - Score,RESLV.ISV.DFRN.RCOV.RT,30.42377,31.40094,31.27417
Bangladesh,BGD,Resolving insolvency: Strength of insolvency framework index (0-16) - Score,RESLV.ISV.RCOV.RT.016.DB1519.DFRN,25,25,25
Bangladesh,BGD,Resolving insolvency: Commencement of proceedings index (0-3) (DB15-20 methodology),RESLV.ISV.COPR.03.XD.DB1519,2,2,2
Bangladesh,BGD,Resolving insolvency: Management of debtor's assets index (0-6) (DB15-20 methodology),RESLV.ISV.MGDA.XD.DB1519,2,2,2
Bangladesh,BGD,Resolving insolvency: Creditor participation index (0-4) (DB15-20 methodology),RESLV.ISV.CPI.04.XD.DB1519,0,0,0
Bangladesh,BGD,Reorganization proceedings index (0-3) (DB15-20 methodology),RESLV.ISV.ROPC.03.XD.DB1519,0,0,0
Barbados,BRB,Starting a business - Score,IC.REG.STRT.BUS.DFRN,86.3312,86.37139,86.36698
Barbados,BRB,Dealing with construction permits (DB16-20 methodology) - Score,IC.CNST.PRMT.DFRN.DB1619,56.63066,56.63923,56.63829
Barbados,BRB,Dealing with construction permits: Building quality control index (0-15) (DB16-20 methodology) - Score,IC.CNST.PRMT.BQCI.015.DB1619.DFRN,43.33333,43.33333,43.33333
Barbados,BRB,Dealing with construction permits: Cost (% of Warehouse value) - Score,IC.CNST.PRMT.COST.WRH.VAL.DFRN,99.18931,99.22358,99.21982
Barbados,BRB,Dealing with construction permits: Time (days)  - Score,IC.CNST.PRMT.TM.DY.DFRN,0,0,0
Barbados,BRB,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,57.67127,57.6745,57.90615
Barbados,BRB,Dealing with construction permits: Procedures (number) - Score,IC.CNST.PRMT.PROC.NO.DFRN,84,84,84
Barbados,BRB,Getting electricity (DB16-20 methodology) - Score,IC.ELC.ACES.DFRN.DB1619,65.11048,65.11883,66.20487
Barbados,BRB,Getting electricity: Cost to get electricity (% of income per capita) - Score,IC.ELC.ACS.COST.DFRN,99.21003,99.24342,99.23976
Barbados,BRB,Getting electricity: Procedures (number) - Score,IC.ELC.PROC.NO.DFRN,16.66667,16.66667,16.66667
Barbados,BRB,Getting electricity: Time (days) - Score,IC.ELC.TIME.DFRN,69.56522,69.56522,73.91304
Barbados,BRB,Getting electricity: Reliability of supply and transparency of tariff index (0-8) (DB16-20 methodology) - Score,IC.ELC.RSTT.XD.08.DFRN.DB1619,75,75,75
Barbados,BRB,Registering property (DB17-20 methodology) - Score,IC.REG.PRRT.DFRN.DB1719,59.27169,59.26885,57.95337
Barbados,BRB,Registering property: Cost (% of property value) - Score,IC.REG.PRRT.COST.PRT.VAL.DFRN,70.26857,70.25722,70.25846
Barbados,BRB,Registering property: Procedures (number) - Score,IC.REG.PRRT.PROC.NO.DFRN,50,50,50
Barbados,BRB,Registering property: Time (days) - Score,IC.REG.PRRT.DURS.TM.DRFN,81.81818,81.81818,76.55502
Barbados,BRB,Registering property: Quality of land administration index (0-30) (DB17-20 methodology) - Score,IC.REG.PRRT.QUAL.LNDADM.XD.030.DB16.DFRN,35,35,35
Barbados,BRB,Getting credit (DB15-20 methodology) - Score,IC.CRED.ACC.CRD.DB1519.DFRN,30,30,30
Barbados,BRB,Getting credit: Strength of legal rights index (0-12) (DB15-20 methodology) - Score,IC.CRED.ACC.LGL.RGHT.012.XD.DB1519.DFRN,50,50,50
Barbados,BRB,Getting credit: Depth of credit information index (0-8) (DB15-20 methodology) - Score,IC.CRED.ACC.DPTH.CISI.XD.08.DB1519.DFRN,0,0,0
Barbados,BRB,Protecting minority investors (DB15-20 methodology) - Score,PROT.MINOR.INV.DFRN.DB1519,38,38,38
Barbados,BRB,Protecting minority investors: Ease of shareholder suits index (0-10) (DB15-20 methodology) - Score,PROT.MINOR.INV.EASE.SSI.XD.0010.DB1519.DFRN,70,70,70
Barbados,BRB,Protecting minority investors: Extent of corporate transparency index (0-7) (DB15-20 methodology) - Score,PROT.MINOR.INV.EXT.CORP.TRANS.XD.010.DB1519.DFRN,57.14286,57.14286,57.14286
Barbados,BRB,Protecting minority investors: Extent of disclosure index (0-10) - Score,PROT.MINOR.INV.EXT.DISC.010.XD.DFRN,20,20,20
Barbados,BRB,Protecting minority investors: Extent of ownership and control index (0-7) (DB15-20 methodology) - Score,PROT.MINOR.INV.EXT.OWNR.CONTL.010.XD.DFRN,14.28571,14.28571,14.28571
Barbados,BRB,Protecting minority investors: Extent of shareholder rights index (0-6) (DB15-20 methodology) - Score,PROT.MINOR.INV.EXT.SHRHLD.RGT.XD.0010.DB1519.DRFN,50,50,50
Barbados,BRB,Protecting minority investors: Extent of director liability index (0-10) - Score,PROT.MINOR.INV.EXT.DIR.LBL.010.XD.DFRN,20,20,20
Barbados,BRB,Protecting minority investors: Strength of minority investor protection index (0-50) (DB15-20 methodology),PROT.MINOR.INV.STRENG.MIN.INV.PROT.XD.010.DB0614,19,19,19
Barbados,BRB,Paying taxes (DB17-20 methodology) - Score,PAY.TAX.DB1719.DRFN,71.89909,71.87721,72.3472
Barbados,BRB,Paying taxes: Total tax and contribution rate (% of profit) - Score,PAY.TAX.TOT.TAX.RT.ZS.DRFRN,87.1408,87.05325,86.64832
Barbados,BRB,Paying taxes: Total tax and contribution rate (% of profit),PAY.TAX.TOT.TAX.RT.ZS,35.3,35.3,35.6
Barbados,BRB,Paying taxes: Labor tax and contributions (% of profits),PAY.TAX.LABR.TAX.CONTR.ZS,12.2,12.3,12.7
Barbados,BRB,Paying taxes: Profit tax (% of profits),PAY.TAX.PRFT.CP.ZS,20,19.9,19.8
Barbados,BRB,Paying taxes: Payments per year (number per year) - Score,PAY.TAX.PYMT.NO.DFRN,56.66667,56.66667,58.33333
Barbados,BRB,Paying taxes: Time (hours per year) - Score,PAY.TAX.TM.DFRN,69.70634,69.70634,70.32457
Barbados,BRB,Paying taxes: Postfiling index (0-100) (DB17-20 methodology) - Score,PAY.TAX.POST.FIL.XD.0100.DB1719.DFRN,74.08257,74.08257,74.08257
Barbados,BRB,Paying taxes: Time to obtain VAT refund (weeks) (DB17-20 methodology),PAY.TAX.VAT.REF.OBT.WKS.TM.DB1719,56.33333,56.33333,56.33333
Barbados,BRB,Paying taxes: Time to comply with corporate income tax correction (hours) (DB17-20 methodology) - Score,PAY.TAX.COIT.AU.HRS.TM.DB1719.DFRN,96.33028,96.33028,96.33028
Barbados,BRB,Paying taxes: Time to complete a corporate income tax correction (weeks) (DB17-20 methodology) - Score,PAY.TAX.COIT.WKS.TM.DB1719.DFRN,100,100,100
Barbados,BRB,Trading across borders (DB16-20 methodology) - Score,TRD.ACRS.BRDR.DB1619.DFRN,61.65973,61.65973,62.84504
Barbados,BRB,Time to export: Border compliance (hours) (DB16-20 methodology),TRD.ACRS.BRDR.EXPT.BRDR.COMP.HR.DB1619,41.38462,41.38462,41.38462
Barbados,BRB,Time to export: Documentary compliance (hours) (DB16-20 methodology),TRD.ACRS.BRDR.DOC.COMP.HR.DB1619,53.53846,53.53846,48
Barbados,BRB,Time to import: Documentary compliance (hours) (DB16-20 methodology),TRD.ACRS.BRDR.IMP.DOC.COMP.HR.DB1619,46,46,46
Barbados,BRB,Time to import: Border compliance (hours) (DB16-20 methodology),TRD.ACRS.BRDR.IMP.BRDR.COMP.HR.DB1619,104,104,81
Barbados,BRB,Trading across borders: Cost to export: Border compliance (USD) (DB16-20 methodology) - Score,TRD.ACRS.BRDR.EXPT.COST.BRDR.COMP.CD.DB1619.DFRN,54.15094,54.15094,54.15094
Barbados,BRB,Trading across borders: Cost to export: Documentary compliance (USD) (DB16-20 methodology) - Score,TRD.ACRS.BRDR.EXPT.COST.DOC.COMP.CD.DB1619.DFRN,72.78846,72.78846,70.75
Barbados,BRB,Trading across borders: Cost to import: Border compliance (USD) (DB16-20 methodology) - Score,TRD.ACRS.BRDR.IMP.COST.BRDR.COMP.CD.DB1619.DFRN,0,0,0
Barbados,BRB,Trading across borders: Cost to import: Documentary compliance (USD) (DB16-20 methodology) - Score,TRD.ACRS.BRDR.IMP.COST.DOC.COMP.CD.DB1619.DFRN,78.57143,78.57143,78.57143
Barbados,BRB,Enforcing contracts (DB17-20 methodology) - Score,ENF.CONT.COEN.DB1719.DFRN,38.02129,38.02129,38.94721
Barbados,BRB,Enforcing contracts: Quality of the judicial processes index (0-19) (DB17-20 methodology) - Score,ENF.CONT.COEN.QUJP.DB16.DFRN,36.11111,36.11111,38.88889
Barbados,BRB,Enforcing contracts: Time (days) - Score,ENF.CONT.DURS.DY.DFRN,0,0,0
Barbados,BRB,Enforcing contracts: Cost (% of claim) - Score,ENF.CONT.COEN.COST.ZS.DFRN,77.95276,77.95276,77.95276
Barbados,BRB,Enforcing contracts: Procedures (number) - Score,ENF.CONT.COEN.PROC.NO.DFRN,..,..,..
Barbados,BRB,Resolving insolvency - Score,RESLV.ISV.DB1519.DFRN,69.78851,69.78851,69.75849
Barbados,BRB,Resolving insolvency: Recovery rate (cents on the dollar) - Score,RESLV.ISV.DFRN.RCOV.RT,70.82703,70.82703,70.76698
Barbados,BRB,Resolving insolvency: Strength of insolvency framework index (0-16) - Score,RESLV.ISV.RCOV.RT.016.DB1519.DFRN,68.75,68.75,68.75
Barbados,BRB,Resolving insolvency: Commencement of proceedings index (0-3) (DB15-20 methodology),RESLV.ISV.COPR.03.XD.DB1519,2.5,2.5,2.5
Barbados,BRB,Resolving insolvency: Management of debtor's assets index (0-6) (DB15-20 methodology),RESLV.ISV.MGDA.XD.DB1519,4.5,4.5,4.5
Barbados,BRB,Resolving insolvency: Creditor participation index (0-4) (DB15-20 methodology),RESLV.ISV.CPI.04.XD.DB1519,3,3,3
Barbados,BRB,Reorganization proceedings index (0-3) (DB15-20 methodology),RESLV.ISV.ROPC.03.XD.DB1519,1,1,1
Belarus,BLR,Starting a business - Score,IC.REG.STRT.BUS.DFRN,91.90534,93.38854,93.52188
Belarus,BLR,Dealing with construction permits (DB16-20 methodology) - Score,IC.CNST.PRMT.DFRN.DB1619,70.2254,74.77508,75.17656
Belarus,BLR,Dealing with construction permits: Building quality control index (0-15) (DB16-20 methodology) - Score,IC.CNST.PRMT.BQCI.015.DB1619.DFRN,86.66667,86.66667,86.66667
Belarus,BLR,Dealing with construction permits: Cost (% of Warehouse value) - Score,IC.CNST.PRMT.COST.WRH.VAL.DFRN,92.56348,91.05038,92.07994
Belarus,BLR,Dealing with construction permits: Time (days)  - Score,IC.CNST.PRMT.TM.DY.DFRN,61.67147,61.38329,61.95965
Belarus,BLR,Global: Ease of doing business score (DB17-20 methodology),IC.BUS.EASE.DFRN.XQ.DB1719,73.57749,74.35306,74.29113
Belarus,BLR,Dealing with construction permits: Procedures (number) - Score,IC.CNST.PRMT.PROC.NO.DFRN,40,60,60
Belarus,BLR,Getting electricity (DB16-20 methodology) - Score,IC.ELC.ACES.DFRN.DB1619,90.20406,90.24173,90.28288
Belarus,BLR,Getting electricity: Cost to get electricity (% of income per capita) - Score,IC.ELC.ACS.COST.DFRN,98.64235,98.79301,98.95761
Belarus,BLR,Getting electricity: Procedures (number) - Score,IC.ELC.PROC.NO.DFRN,100,100,100
